,ZIP,State,Lat,Lng,Size,Tract,State_code,County,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!Less than $10 000,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$10 000 to $14 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$15 000 to $24 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$25 000 to $34 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$35 000 to $49 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$50 000 to $74 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$75 000 to $99 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$100 000 to $149 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$150 000 to $199 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$200 000 or more
582,64151,MO,39.21,-94.63,4,030001,29,165,4.7,3.2,10.6,9.0,10.7,12.7,21.9,18.7,5.7,2.7
583,64154,MO,39.28,-94.63,1,030201,29,165,0.6,0.6,1.3,6.5,5.9,12.1,21.3,23.6,11.4,16.7
584,64157,MO,39.27,-94.47,1,021310,29,047,1.3,0.0,0.6,3.6,7.4,21.0,12.2,35.0,11.7,7.3
585,64505,MO,39.83,-94.84,1,010100,29,003,5.9,2.6,6.8,9.0,11.2,15.9,14.8,24.6,4.1,5.1
586,64804,MO,37.0,-94.5,1,020601,29,145,2.4,4.6,11.2,13.3,10.8,19.7,10.3,12.1,10.0,5.8
587,64836,MO,37.2,-94.3,2,012100,29,097,3.6,5.2,5.0,13.7,13.7,26.8,14.5,15.6,1.1,0.8
588,65202,MO,39.0,-92.3,9,001503,29,019,9.1,7.4,8.3,15.0,22.7,16.3,10.5,8.6,1.2,0.9
589,65584,MO,37.82,-92.11,2,470287,29,169,5.8,3.7,10.6,10.8,15.1,30.4,11.4,9.5,2.3,0.5
590,65612,MO,37.22,-93.56,1,004900,29,077,3.3,3.1,7.3,7.2,15.6,22.4,13.1,19.1,4.4,4.5
591,65669,MO,36.92,-93.31,3,020500,29,043,3.7,3.2,7.9,14.5,18.4,21.2,14.9,11.4,3.6,1.2
592,65757,MO,37.3,-93.1,2,004600,29,077,3.4,2.2,13.3,8.0,16.2,26.2,14.5,11.5,2.0,2.8
593,66053,KS,38.6,-94.7,1,100500,20,121,5.2,3.3,5.9,9.4,11.3,16.9,15.8,21.0,3.0,8.3
594,66062,KS,38.85,-94.78,1,053509,20,091,5.0,1.2,2.3,2.8,12.9,16.9,17.0,30.4,8.8,2.9
595,66086,KS,39.1,-95.1,1,071800,20,103,2.4,4.3,8.6,11.0,18.4,12.3,12.8,21.7,3.5,5.0
596,66213,KS,38.9,-94.7,1,053108,20,091,2.9,0.5,3.4,9.0,14.4,14.2,13.7,18.8,13.7,9.4
597,66220,KS,38.96,-94.82,1,052601,20,091,1.1,0.0,2.3,1.7,5.0,11.2,11.4,30.9,15.4,21.1
598,66224,KS,38.86,-94.63,1,053410,20,091,1.6,1.9,1.3,2.0,2.5,7.2,6.0,18.5,20.1,38.9
599,66762,KS,37.4,-94.8,1,956700,20,037,4.5,8.3,15.0,12.6,16.4,16.6,13.1,10.6,1.4,1.6
600,67026,KS,37.5,-97.5,1,009604,20,173,2.7,4.7,9.0,6.7,13.5,19.4,16.2,17.7,8.5,1.7
601,67207,KS,37.66,-97.23,1,007203,20,173,6.1,6.0,8.9,11.1,17.7,23.4,13.2,10.4,1.7,1.6
602,67530,KS,38.4,-98.8,1,971800,20,009,8.3,5.2,21.7,7.8,9.7,23.6,11.6,9.0,1.5,1.7
603,68008,NE,41.5,-96.2,1,050201,31,177,0.5,0.8,1.2,7.9,7.4,15.0,20.4,25.6,13.8,7.5
604,68117,NE,41.21,-96.0,1,007101,31,055,8.0,4.0,17.1,27.9,15.1,13.9,5.9,6.5,0.9,0.8
605,68128,NE,41.18,-96.07,1,010622,31,153,0.7,2.7,4.8,3.4,10.7,21.4,11.8,25.8,10.8,8.1
606,68164,NE,41.3,-96.11,1,007432,31,055,6.0,1.6,7.5,9.8,21.2,11.9,19.3,20.4,0.7,1.5
607,68354,NE,40.6,-97.6,1,091700,31,059,6.1,4.6,9.1,8.7,14.9,17.7,17.7,15.5,2.4,3.3
608,68503,NE,40.83,-96.67,1,000900,31,109,16.1,3.6,16.1,7.2,15.8,15.5,6.1,15.1,1.8,2.8
609,68516,NE,40.73,-96.64,1,003714,31,109,3.0,1.3,2.8,2.4,4.9,15.3,12.2,34.0,10.6,13.6
610,68521,NE,40.86,-96.71,1,003001,31,109,5.7,3.1,13.9,10.8,13.0,17.0,10.7,18.1,3.9,3.9
611,70001,LA,29.98,-90.16,2,022800,22,051,9.1,3.4,6.4,8.4,18.0,16.3,12.1,16.0,4.5,5.8
612,70005,LA,30.0,-90.13,2,022302,22,051,1.2,9.3,11.0,7.7,21.8,18.1,13.3,10.4,3.3,3.9
613,70119,LA,29.97,-90.09,1,005000,22,071,11.8,7.3,16.7,17.4,15.7,17.6,6.4,6.2,0.9,0.0
614,70121,LA,29.96,-90.16,1,024500,22,051,6.0,6.3,15.8,4.9,13.9,17.4,17.5,12.2,3.6,2.4
615,70448,LA,30.37,-90.04,1,041211,22,103,3.3,4.8,2.7,5.8,14.0,16.8,11.7,24.5,9.6,6.7
616,70506,LA,30.19,-92.08,1,001904,22,055,3.7,5.0,10.1,15.0,6.8,17.9,12.1,16.0,6.5,6.9
617,70508,LA,30.16,-92.03,1,001406,22,055,8.1,3.7,11.4,5.1,12.2,22.7,13.9,14.6,3.5,4.7
618,70806,LA,30.45,-91.12,1,001800,22,033,8.8,6.0,13.3,18.9,15.2,15.5,8.5,10.4,1.7,1.8
619,71241,LA,32.8,-92.3,1,960500,22,111,7.3,7.6,6.1,9.9,9.9,26.6,10.6,18.3,2.5,1.1
620,71270,LA,32.5,-92.6,5,960800,22,061,23.8,8.0,31.9,6.0,10.9,8.0,6.8,1.8,2.8,0.0
621,71655,AR,33.6,-91.8,1,490300,05,043,14.1,3.6,12.9,8.5,7.7,25.2,18.2,7.1,0.7,2.1
622,72137,AR,35.3,-92.0,1,070300,05,145,6.0,5.9,9.2,10.0,18.2,20.5,12.7,14.7,2.2,0.7
623,72401,AR,35.9,-90.6,2,001100,05,031,5.5,4.5,12.4,12.9,12.5,18.8,11.7,12.4,5.2,4.0
624,72687,AR,36.3,-92.7,4,960300,05,089,8.7,7.7,11.4,21.2,15.3,19.8,8.2,5.6,1.4,0.7
625,72704,AR,36.1,-94.3,1,010508,05,143,3.0,2.3,5.5,8.5,15.6,21.2,21.4,15.3,3.9,3.4
626,72901,AR,35.36,-94.41,4,001002,05,131,5.4,4.8,7.5,10.7,13.3,14.4,17.4,18.6,3.4,4.5
627,73012,OK,35.67,-97.59,1,108512,40,109,1.7,0.0,2.3,4.0,5.0,11.2,18.0,23.5,16.0,18.4
628,73072,OK,35.2,-97.5,1,201508,40,027,5.5,1.5,12.7,11.3,20.1,16.8,7.7,17.6,4.6,2.1
629,73103,OK,35.49,-97.52,1,101700,40,109,1.4,0.0,0.0,2.5,6.6,12.6,14.3,15.3,6.4,40.9
630,74006,OK,36.7,-95.9,9,000600,40,147,7.9,5.1,9.4,9.8,13.2,20.6,9.8,13.3,4.1,6.8
631,74008,OK,35.9,-95.8,1,030601,40,145,2.8,1.5,5.2,4.6,16.7,23.4,14.1,19.9,8.3,3.5
632,74011,OK,35.98,-95.82,1,007513,40,143,3.1,1.6,5.9,6.1,12.5,15.8,15.3,22.7,7.6,9.3
633,74133,OK,36.04,-95.88,2,007524,40,143,2.9,1.5,4.5,8.6,10.6,23.7,16.1,17.7,10.2,4.2
634,74464,OK,35.9,-95.0,1,978000,40,021,16.0,15.2,11.8,9.4,17.0,14.9,10.8,3.4,0.3,1.1
635,75022,TX,33.03,-97.12,1,021750,48,121,0.7,1.8,2.2,1.2,2.1,7.9,6.1,25.8,11.4,40.8
636,75024,TX,33.08,-96.81,4,031657,48,085,7.9,2.5,3.8,4.7,11.8,28.0,11.6,16.6,5.6,7.3
637,75025,TX,33.1,-96.73,2,031505,48,085,2.0,1.9,1.0,3.4,3.2,12.2,10.3,28.5,15.2,22.3
638,75035,TX,33.16,-96.77,1,030518,48,085,0.9,0.0,0.8,0.5,2.9,6.8,5.3,20.3,30.9,31.5
639,75048,TX,32.97,-96.58,1,018122,48,113,1.4,0.0,5.1,3.9,8.6,20.5,19.5,26.6,9.4,5.1
640,75069,TX,33.18,-96.59,2,030900,48,085,8.7,7.4,23.3,12.0,10.0,14.2,10.8,7.3,2.4,4.0
641,75070,TX,33.16,-96.72,2,030517,48,085,7.4,1.2,1.4,2.5,8.0,8.1,16.8,24.7,16.2,13.8
642,75093,TX,33.04,-96.81,1,031648,48,085,2.9,1.3,2.4,1.1,9.9,15.2,7.5,18.4,10.3,31.1
643,75154,TX,32.5,-96.8,1,060213,48,139,1.1,1.2,3.3,8.3,16.1,15.4,17.4,21.8,4.6,10.6
644,75204,TX,32.8,-96.79,1,001600,48,113,15.4,4.5,8.6,11.0,9.4,11.3,10.5,19.4,5.0,5.0
645,75214,TX,32.83,-96.74,1,008000,48,113,1.5,1.1,1.0,1.2,3.8,10.7,8.8,19.4,7.7,44.8
646,75220,TX,32.86,-96.87,4,007201,48,113,4.4,5.8,27.8,21.9,14.3,19.7,4.8,1.3,0.0,0.0
647,75234,TX,32.92,-96.9,4,014002,48,113,0.0,0.0,47.3,14.5,12.7,5.5,0.0,3.6,16.4,0.0
648,75438,TX,33.6,-96.09,1,950500,48,147,9.0,6.6,8.2,8.7,14.3,22.7,13.5,12.9,2.3,1.8
649,75946,TX,31.8,-94.5,1,950100,48,347,11.0,6.1,14.5,7.9,14.0,17.3,11.4,17.6,0.3,0.0
650,75965,TX,31.7,-94.6,1,950400,48,347,5.3,3.2,12.0,9.3,10.8,13.2,18.5,18.7,2.0,7.0
651,76016,TX,32.69,-97.19,1,121610,48,439,4.9,0.4,5.6,7.6,9.9,22.8,17.3,15.5,7.2,8.7
652,76034,TX,32.89,-97.14,2,113634,48,439,2.1,0.4,0.7,2.1,1.5,7.0,6.1,20.0,15.1,45.0
653,76049,TX,32.5,-97.7,1,160209,48,221,6.1,1.8,6.3,7.9,8.7,17.3,13.0,20.6,8.5,9.7
654,76052,TX,32.98,-97.39,2,114103,48,439,1.8,0.7,4.7,0.1,8.8,17.3,16.3,29.9,9.0,11.6
655,76092,TX,32.96,-97.15,1,113907,48,439,1.2,0.7,0.0,5.7,4.0,10.1,5.8,8.2,11.7,52.6
656,76109,TX,32.7,-97.39,1,105403,48,439,6.7,3.9,5.8,6.3,12.1,14.7,10.7,11.8,8.3,19.6
657,76112,TX,32.75,-97.23,1,106502,48,439,2.3,2.9,7.2,14.0,16.2,19.7,11.2,15.0,7.3,4.1
658,76180,TX,32.84,-97.22,2,113217,48,439,4.3,3.8,9.2,12.5,18.2,16.2,15.3,14.6,2.9,2.9
659,76182,TX,32.89,-97.21,1,113210,48,439,3.0,1.2,2.3,10.0,8.2,19.2,17.1,22.9,8.5,7.7
660,76209,TX,33.23,-97.11,2,020601,48,121,11.9,7.4,15.4,17.2,17.8,18.2,8.2,2.4,0.3,1.2
661,76244,TX,32.93,-97.28,2,113921,48,439,2.3,0.9,0.8,3.6,7.9,13.9,17.0,32.0,15.2,6.4
662,76302,TX,33.87,-98.47,4,011500,48,485,14.2,7.5,10.3,8.4,18.3,14.5,15.8,10.0,0.6,0.5
663,76522,TX,31.2,-98.0,1,950100,48,281,6.4,1.5,13.1,9.6,15.4,19.6,16.7,11.2,3.4,3.1
664,76935,TX,31.1,-100.4,1,001704,48,451,4.3,1.7,6.0,7.2,14.0,22.6,12.0,19.6,7.3,5.2
665,77009,TX,29.79,-95.37,1,210400,48,201,17.5,14.1,19.7,10.7,14.2,9.4,8.6,4.7,0.6,0.4
666,77019,TX,29.75,-95.41,2,410401,48,201,4.8,0.8,1.7,2.8,10.3,10.5,9.2,15.5,9.8,34.7
667,77024,TX,29.77,-95.5,4,430300,48,201,1.5,0.0,0.0,5.2,1.4,3.0,1.9,7.6,13.9,65.6
668,77043,TX,29.81,-95.58,1,543200,48,201,4.0,1.6,5.2,13.6,13.3,20.7,10.9,13.6,8.2,9.0
669,77094,TX,29.76,-95.69,1,454501,48,201,3.1,0.6,1.0,1.6,2.5,11.1,8.7,15.7,15.2,40.3
670,77339,TX,30.05,-95.22,1,251100,48,201,1.1,0.9,5.8,7.6,7.9,23.5,13.9,22.9,6.0,10.4
671,77380,TX,30.14,-95.47,1,691500,48,339,7.1,4.1,3.5,9.5,17.4,20.3,8.6,12.3,6.9,10.2
672,77381,TX,30.18,-95.5,3,691100,48,339,1.3,1.0,1.1,2.2,7.5,16.6,21.0,23.6,9.5,16.3
673,77382,TX,30.2,-95.54,1,690602,48,339,5.5,1.7,3.5,5.5,3.5,11.0,5.9,9.4,11.2,42.8
674,77449,TX,29.83,-95.73,1,542301,48,201,1.0,2.6,3.7,5.7,13.6,20.0,22.8,19.5,6.7,4.5
675,77479,TX,29.56,-95.64,1,674400,48,157,2.3,0.2,0.9,3.3,1.6,5.0,4.5,22.6,17.2,42.3
676,77494,TX,29.74,-95.84,1,673101,48,157,1.2,1.2,0.9,3.3,3.4,6.2,9.2,25.0,20.8,28.8
677,77578,TX,29.47,-95.37,1,661501,48,039,6.2,3.6,4.6,11.5,15.1,15.5,13.4,19.7,4.0,6.4
678,77581,TX,29.56,-95.28,1,660300,48,039,3.4,0.9,4.8,5.2,9.2,13.4,15.3,26.6,12.5,8.8
679,77598,TX,29.55,-95.14,1,341000,48,201,3.4,1.3,4.6,10.2,20.4,26.3,12.0,16.1,2.8,2.9
680,78009,TX,29.36,-98.89,1,000102,48,325,4.9,1.9,4.8,7.6,8.9,20.4,11.8,24.4,6.9,8.5
681,78028,TX,30.1,-99.2,3,960100,48,265,4.6,2.9,16.4,12.3,11.4,18.9,14.3,12.6,2.2,4.4
682,78114,TX,29.1,-98.2,1,000202,48,493,5.8,5.5,14.0,5.7,6.1,21.9,14.9,15.8,4.0,6.3
683,78201,TX,29.48,-98.53,1,180201,48,029,11.7,11.0,17.7,14.4,19.2,13.0,8.2,4.8,0.0,0.0
684,78230,TX,29.54,-98.56,1,181302,48,029,7.7,3.5,9.2,15.1,19.7,24.0,11.2,7.3,1.4,0.9
685,78247,TX,29.57,-98.41,1,121112,48,029,6.1,3.8,9.8,13.3,11.9,30.4,10.4,11.6,1.2,1.5
686,78259,TX,29.63,-98.41,1,121910,48,029,0.1,0.4,2.0,3.9,6.9,24.9,22.4,20.3,11.9,7.1
687,78260,TX,29.69,-98.52,1,191804,48,029,0.5,0.0,1.1,2.8,5.3,13.2,15.3,23.5,15.2,23.0
688,78550,TX,26.2,-97.7,1,010700,48,061,15.2,10.4,19.2,10.6,13.6,13.1,12.4,2.3,0.7,2.7
689,78613,TX,30.5,-97.82,2,020322,48,491,0.4,2.0,5.7,7.5,12.5,14.1,15.9,19.8,11.9,10.2
690,78628,TX,30.6,-97.8,1,020110,48,491,3.2,3.4,1.9,4.1,6.0,11.0,15.8,21.6,15.2,17.8
691,78633,TX,30.7,-97.8,1,020109,48,491,1.9,0.6,1.0,3.7,6.1,10.0,16.5,23.4,11.0,25.7
692,78660,TX,30.43,-97.6,1,001858,48,453,0.5,0.8,2.1,1.0,5.5,18.0,12.6,34.5,16.6,8.6
693,78702,TX,30.26,-97.71,1,000902,48,453,9.2,5.5,13.7,12.7,11.0,17.0,6.9,13.3,6.7,4.0
694,78704,TX,30.24,-97.75,1,002308,48,453,13.2,3.0,14.3,11.3,11.3,16.7,10.8,11.6,7.2,0.5
695,78717,TX,30.49,-97.77,1,020510,48,491,0.8,0.4,4.0,5.1,9.1,13.3,7.3,25.7,16.3,18.0
696,78727,TX,30.43,-97.72,2,001846,48,453,2.0,1.5,4.7,7.0,2.3,12.8,17.5,26.4,13.9,11.9
697,78731,TX,30.35,-97.77,2,001718,48,453,2.9,4.4,3.3,6.8,14.3,16.8,11.2,18.1,6.8,15.5
698,78749,TX,30.21,-97.86,1,001738,48,453,1.4,3.4,2.0,2.3,9.6,14.2,18.1,22.2,13.1,13.7
699,79119,TN,35.1,-102.0,1,021704,48,381,0.5,1.2,1.8,4.5,5.1,21.0,19.9,22.8,15.5,7.8
700,79416,TX,33.61,-101.97,2,010405,48,303,8.3,1.7,10.6,15.6,15.5,13.6,14.4,9.2,7.8,3.2
701,79553,TX,32.9,-99.9,9,020400,48,253,9.1,12.6,10.3,14.2,10.1,25.9,7.7,4.7,4.9,0.6
702,80002,CO,39.79,-105.1,2,010402,08,059,8.8,5.2,12.7,12.0,19.6,21.6,14.1,4.2,0.9,0.9
703,80003,CO,39.83,-105.06,3,010209,08,059,0.6,4.9,12.9,5.3,15.9,27.7,11.3,14.5,4.6,2.3
704,80007,CO,39.87,-105.22,2,060500,08,059,2.5,1.6,3.7,4.5,6.9,8.4,8.6,26.9,18.8,18.1
705,80010,CO,39.74,-104.86,1,007302,08,005,11.0,10.4,17.6,12.3,16.4,19.1,11.3,2.0,0.0,0.0
706,80011,CO,39.73,-104.79,1,007104,08,005,1.5,0.0,0.5,4.7,8.3,22.9,19.0,24.9,10.7,7.5
707,80013,CO,39.66,-104.77,3,083400,08,005,0.0,1.5,2.1,6.0,19.5,20.5,15.5,28.0,6.4,0.4
708,80014,CO,39.66,-104.85,1,080400,08,005,2.4,2.4,6.4,9.6,13.4,24.5,13.9,17.0,7.7,2.5
709,80015,CO,39.62,-104.78,5,085500,08,005,1.5,1.0,2.0,2.1,7.7,15.4,10.9,31.7,14.8,13.0
710,80016,CO,39.6,-104.74,3,085200,08,005,0.7,1.8,1.7,0.0,3.0,12.4,13.0,22.3,23.7,21.4
711,80017,CO,39.7,-104.78,1,082600,08,005,3.9,1.4,5.6,9.6,27.1,24.3,9.3,15.4,2.0,1.2
712,80020,CO,39.92,-105.08,3,030000,08,014,4.8,0.0,13.6,9.8,9.4,22.1,14.6,18.9,2.3,4.5
713,80021,CO,39.9,-105.12,6,060500,08,059,2.5,1.6,3.7,4.5,6.9,8.4,8.6,26.9,18.8,18.1
714,80022,CO,39.9,-104.8,1,008538,08,001,0.0,3.7,1.5,3.7,7.6,9.4,20.3,31.3,12.5,10.0
715,80026,CO,40.02,-105.1,6,012800,08,013,0.8,1.1,1.2,2.8,3.0,9.4,18.7,24.0,23.1,15.9
716,80027,CO,39.98,-105.13,4,013005,08,013,2.2,4.1,10.8,13.3,6.3,12.0,13.8,12.5,14.1,10.8
717,80030,CO,39.83,-105.03,5,009604,08,001,7.2,2.8,13.6,13.7,15.1,19.2,12.6,12.2,1.4,2.3
718,80031,CO,39.88,-105.04,3,009410,08,001,0.8,0.8,3.9,1.7,7.2,15.6,14.3,21.9,13.0,20.9
719,80108,CO,39.45,-104.85,1,014012,08,035,1.6,0.5,4.9,4.4,5.3,10.5,16.1,23.4,17.0,16.4
720,80110,CO,39.65,-105.01,1,006000,08,005,6.5,4.8,12.9,10.9,17.4,18.5,7.2,17.0,2.4,2.5
721,80111,CO,39.63,-104.87,5,006854,08,005,5.6,2.6,8.2,7.6,6.1,17.0,11.0,21.4,6.3,14.2
722,80112,CO,39.56,-104.87,3,014001,08,035,1.8,1.8,6.6,5.1,9.0,17.6,19.0,21.4,14.3,3.5
723,80120,CO,39.6,-105.01,3,006502,08,005,3.8,3.1,8.5,14.5,9.9,19.9,19.3,10.0,4.6,6.5
724,80121,CO,39.61,-104.96,1,005636,08,005,2.4,0.0,3.0,1.5,3.5,6.3,4.1,8.1,16.3,54.8
725,80122,CO,39.58,-104.96,2,005630,08,005,1.6,0.6,4.0,3.6,7.1,21.2,11.7,22.7,14.2,13.2
726,80124,CO,39.54,-104.88,2,014116,08,035,4.5,1.3,0.6,4.0,10.7,11.9,16.8,20.8,3.9,25.3
727,80127,CO,39.5,-105.1,2,012036,08,059,0.5,0.9,5.5,1.9,5.6,11.7,8.3,19.1,22.8,23.8
728,80128,CO,39.57,-105.08,1,012055,08,059,1.8,0.0,7.0,4.8,10.4,18.9,16.2,21.6,12.3,7.0
729,80129,CO,39.54,-105.01,3,014128,08,035,0.5,1.6,1.3,4.5,5.8,14.7,12.6,35.0,10.5,13.6
730,80202,CO,39.75,-105.0,5,001701,08,031,13.9,5.5,3.4,2.9,2.0,10.6,13.1,19.4,10.3,18.8
731,80203,CO,39.73,-104.98,1,002702,08,031,7.4,3.9,8.6,10.0,13.1,20.7,17.2,10.4,5.4,3.3
732,80204,CO,39.74,-105.02,1,000800,08,031,55.6,8.1,19.6,10.5,3.7,2.6,0.0,0.0,0.0,0.0
733,80206,CO,39.73,-104.95,1,003300,08,031,1.3,4.2,7.5,2.6,5.7,9.4,6.9,27.3,15.7,19.3
734,80207,CO,39.76,-104.92,1,004104,08,031,6.0,2.1,5.1,,9.7,17.6,18.1,19.6,7.2,9.0
735,80209,CO,39.71,-104.98,13,002902,08,031,3.0,0.9,1.1,3.5,7.4,10.8,14.6,21.0,14.5,23.4
736,80210,CO,39.68,-104.96,5,003003,08,031,11.6,6.6,5.4,9.5,8.4,18.4,4.8,21.5,8.3,5.3
737,80212,CO,39.77,-105.05,3,000301,08,031,9.0,1.8,6.1,5.9,11.0,19.7,9.5,15.8,11.4,9.9
738,80214,CO,39.74,-105.07,1,011550,08,059,8.7,10.3,14.9,12.7,15.0,20.9,4.6,8.7,2.5,1.7
739,80216,CO,39.79,-104.95,1,003500,08,031,7.3,8.1,14.7,10.9,14.1,19.5,11.2,9.5,0.6,4.1
740,80218,CO,39.73,-104.97,1,003201,08,031,6.0,2.7,3.3,10.4,17.9,20.7,14.8,10.3,7.2,6.6
741,80219,CO,39.71,-105.03,1,004505,08,031,11.1,8.1,31.4,6.5,10.1,15.2,9.4,5.6,0.0,2.6
742,80220,CO,39.73,-104.91,1,004304,08,031,3.2,2.0,5.0,3.8,6.6,15.1,19.2,21.0,8.2,16.0
743,80221,CO,39.82,-105.01,3,009502,08,001,4.3,3.3,7.8,15.1,12.6,14.6,15.7,13.0,7.5,6.1
744,80222,CO,39.67,-104.93,4,015100,08,005,0.9,4.4,3.5,3.5,7.2,11.9,6.5,26.2,18.3,17.5
745,80224,CO,39.68,-104.91,1,087200,08,005,14.7,2.4,3.0,8.9,12.1,19.1,17.8,9.5,6.6,5.9
746,80226,CO,39.71,-105.09,1,011701,08,059,3.8,0.5,6.8,4.7,13.2,19.7,18.0,23.8,4.9,4.7
747,80228,CO,39.69,-105.15,2,011712,08,059,1.1,2.5,4.4,3.8,15.1,15.1,17.5,24.3,9.2,6.9
748,80230,CO,39.72,-104.89,1,004405,08,031,2.4,3.2,8.8,7.6,8.7,15.9,11.2,13.3,11.1,17.7
749,80231,CO,39.67,-104.89,2,087300,08,005,4.0,2.0,11.2,10.0,12.2,25.4,14.2,12.6,1.3,7.0
750,80234,CO,39.91,-105.01,2,009325,08,001,5.1,2.8,6.2,7.6,14.9,17.0,10.7,17.6,7.6,10.5
751,80235,CO,39.65,-105.09,1,015900,08,059,6.3,2.9,5.6,9.5,14.8,16.3,19.5,11.9,6.5,6.6
752,80237,CO,39.64,-104.91,1,006809,08,031,3.3,3.6,6.3,12.2,15.4,15.1,10.8,12.1,10.3,10.8
753,80238,CO,39.78,-104.88,2,004106,08,031,1.5,1.7,1.3,2.9,5.6,6.1,9.6,24.0,15.6,31.8
754,80301,CO,40.05,-105.21,6,012707,08,013,4.1,1.6,16.0,6.9,4.4,9.8,13.7,15.6,5.0,23.0
755,80302,CO,40.1,-105.4,2,013701,08,013,5.5,1.6,2.8,6.8,9.8,12.5,6.3,20.7,11.1,22.9
756,80303,CO,39.97,-105.22,6,060600,08,013,2.3,0.0,2.9,3.7,10.5,17.7,9.4,25.5,13.8,14.2
757,80304,CO,40.05,-105.29,5,012104,08,013,5.3,5.4,7.2,8.8,7.2,6.2,8.6,14.6,8.5,28.3
758,80305,CO,39.98,-105.26,3,012509,08,013,3.8,1.0,3.9,5.4,8.6,12.3,14.2,19.0,14.0,17.7
759,80401,CO,39.7,-105.2,7,009845,08,059,2.5,0.0,2.3,1.4,6.3,10.5,9.7,20.1,14.8,32.4
760,80403,CO,39.8,-105.3,1,009808,08,059,4.1,1.0,8.0,4.2,7.7,12.6,13.9,20.5,12.8,15.3
761,80433,CO,39.5,-105.3,2,012058,08,059,2.1,1.1,2.3,4.8,15.5,9.8,7.7,26.0,11.5,19.2
762,80439,CO,39.7,-105.4,6,014700,08,019,3.6,1.2,2.7,8.2,11.7,20.4,9.9,26.5,9.5,6.4
763,80443,CO,39.59,-106.09,2,000300,08,117,0.0,5.7,4.2,8.0,19.3,24.7,15.5,21.2,1.4,0.0
764,80482,CO,39.92,-105.79,2,000202,08,049,7.2,3.3,7.3,9.5,13.2,17.4,15.1,16.3,5.2,5.3
765,80501,CO,40.17,-105.09,1,013401,08,013,11.1,5.5,12.4,16.1,17.8,19.8,6.0,5.8,4.4,1.2
766,80503,CO,40.2,-105.2,8,013601,08,013,4.7,4.7,6.1,2.3,6.9,13.4,13.9,22.3,13.7,12.0
767,80516,CO,40.07,-105.02,3,002009,08,123,2.7,2.5,6.8,4.5,8.6,19.1,11.6,16.4,11.9,16.0
768,80521,CO,40.59,-105.13,7,000300,08,069,2.4,1.3,4.1,4.7,7.1,25.3,18.7,23.8,7.9,4.8
769,80524,CO,40.7,-105.0,2,002502,08,069,1.8,0.0,7.0,4.5,7.2,20.1,26.4,18.8,7.1,7.0
770,80525,CO,40.52,-105.02,6,001605,08,069,3.0,5.0,5.2,6.4,7.6,17.5,19.9,17.6,14.1,3.6
771,80526,CO,40.56,-105.13,6,001104,08,069,5.6,2.2,13.6,6.0,18.7,23.8,13.8,13.0,2.8,0.6
772,80528,CO,40.48,-105.0,6,001608,08,069,0.5,1.1,5.0,4.1,4.8,13.4,13.0,19.2,17.7,21.3
773,80530,CO,40.1,-104.92,1,002015,08,123,1.5,0.0,0.5,7.9,5.5,11.9,24.8,30.3,11.4,6.2
774,80535,CO,40.7,-105.2,1,002402,08,069,7.0,4.1,8.2,14.9,14.0,16.6,7.9,13.0,5.5,8.9
775,80537,CO,40.4,-105.2,1,001808,08,069,1.0,1.5,5.6,8.0,10.5,14.6,19.7,21.2,8.9,9.0
776,80538,CO,40.5,-105.2,6,002402,08,069,7.0,4.1,8.2,14.9,14.0,16.6,7.9,13.0,5.5,8.9
777,80545,CO,40.8,-105.6,1,002401,08,069,3.8,2.0,4.9,8.4,13.5,28.9,10.5,17.1,5.3,5.6
778,80550,CO,40.5,-104.9,1,002203,08,123,1.2,1.2,4.0,4.4,4.0,12.4,24.1,30.0,9.1,9.9
779,80602,CO,39.96,-104.91,2,008541,08,001,1.6,1.8,2.7,1.4,9.1,10.7,14.4,18.7,23.5,16.3
780,80631,CO,40.4,-104.7,3,000300,08,123,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
781,80634,CO,40.4,-104.8,1,001407,08,123,0.8,0.0,2.0,2.0,5.2,13.6,24.9,28.3,13.6,9.7
782,80759,CO,40.1,-102.6,1,963200,08,125,5.4,7.2,13.3,11.1,23.0,17.9,10.2,9.2,1.8,0.8
